seed,initial_x,reward,duration,loss
1177941530,-0.5575414896011353,-200.0,200,0.0
2109704804,-0.40362268686294556,-200.0,200,0.0
926977561,-0.577836811542511,-200.0,200,0.0
86758667,-0.5153536796569824,-200.0,200,0.0
446602626,-0.4277811348438263,-200.0,200,0.002653607130050659
263682408,-0.5067217350006104,-200.0,200,0.6517550759017467
1706728447,-0.40966320037841797,-200.0,200,0.4873948760330677
997002489,-0.5752059817314148,-200.0,200,0.3503700191527605
428286473,-0.516267716884613,-200.0,200,0.2408131182938814
2071124056,-0.44475042819976807,-200.0,200,0.16252930231392385
512226751,-0.4713117480278015,-200.0,200,0.10673252057284116
298069256,-0.461159884929657,-200.0,200,0.06527431443333626
207550275,-0.44478127360343933,-200.0,200,0.04090528172440827
699231802,-0.5171505808830261,-200.0,200,0.024689974626526237
555603962,-0.4142543375492096,-200.0,200,0.013265450857579708
411689246,-0.5519942045211792,-200.0,200,0.006965108625590802
1514645084,-0.4674675464630127,-200.0,200,0.003225545794703066
690723780,-0.46052446961402893,-200.0,200,0.001456907904066611
1580859271,-0.4742445945739746,-200.0,200,0.000615386325516738
118643631,-0.4810366630554199,-200.0,200,0.00023849670331401284
2074915299,-0.5157527923583984,-200.0,200,9.440188945518457e-05
1365616735,-0.5108650922775269,-200.0,200,3.995027937889972e-05
514979546,-0.573322057723999,-200.0,200,1.801635752144648e-05
147275954,-0.5835705995559692,-200.0,200,9.412293188688636e-06
425934816,-0.5069386959075928,-200.0,200,5.813086750094953e-06
2094012148,-0.5680608749389648,-200.0,200,4.03516194637632e-06
485909736,-0.5167838335037231,-200.0,200,2.9728748677371185e-06
324809751,-0.5697552561759949,-200.0,200,2.2769071074435486e-06
573551451,-0.5885204076766968,-200.0,200,1.914450658659916e-06
633918070,-0.4945049285888672,-200.0,200,1.5191889951893246e-06
1396926729,-0.46127328276634216,-200.0,200,1.1874480014739675e-06
111222572,-0.41222161054611206,-200.0,200,9.834682305154273e-07
1625838119,-0.5254446268081665,-200.0,200,7.86115538176091e-07
1531287520,-0.436676561832428,-200.0,200,6.318641499092337e-07
705832102,-0.5230462551116943,-200.0,200,5.379890080803307e-07
857455358,-0.4302942156791687,-200.0,200,4.24758891313104e-07
210895665,-0.5661121606826782,-200.0,200,3.464901146799093e-07
1113748345,-0.5755905508995056,-200.0,200,2.9314793209778145e-07
1078231680,-0.5974511504173279,-200.0,200,2.350097474845825e-07
1483708620,-0.5245364904403687,-200.0,200,1.9524299659678946e-07
33327356,-0.4252219796180725,-200.0,200,1.6523367776244414e-07
93939939,-0.5825182199478149,-200.0,200,1.3390865206019952e-07
815038378,-0.4080178737640381,-200.0,200,1.0957259746646742e-07
559284631,-0.4486035108566284,-200.0,200,9.333447451354004e-08
245759663,-0.49594414234161377,-200.0,200,7.732817721262108e-08
899651046,-0.47498396039009094,-200.0,200,6.706762178509962e-08
1096732699,-0.5488777756690979,-200.0,200,5.748068815591978e-08
199592811,-0.5088878273963928,-200.0,200,5.019000582251465e-08
1492217472,-0.5178785920143127,-200.0,200,4.130215074837906e-08
176978058,-0.5248672962188721,-200.0,200,3.545725121512078e-08
1871322556,-0.42254793643951416,-200.0,200,3.104030838585459e-08
9672165,-0.5650787949562073,-200.0,200,3.142353307339363e-08
351627283,-0.4319843649864197,-200.0,200,3.13192276735208e-08
1497730906,-0.5408379435539246,-200.0,200,2.6075235837197398e-08
99230569,-0.5627570152282715,-200.0,200,2.322440195712261e-08
914333542,-0.4105163812637329,-200.0,200,2.8440940695872996e-08
1899570110,-0.4054981470108032,-200.0,200,2.449091425660299e-08
1901984732,-0.5498105883598328,-200.0,200,3.25460450767423e-08
135727780,-0.5836160182952881,-200.0,200,5.402466285886476e-08
302573113,-0.4337713420391083,-200.0,200,4.948770310875261e-08
2126916134,-0.42896750569343567,-200.0,200,4.153227564529516e-08
839613371,-0.47957155108451843,-200.0,200,1.1315700248815118e-06
337186085,-0.5049585103988647,-200.0,200,1.2359390393612557e-06
2104974357,-0.5797487497329712,-200.0,200,7.633394930053327e-06
720613576,-0.5084887742996216,-200.0,200,7.746514306745666e-06
420259361,-0.5283495783805847,-200.0,200,1.9568953348425565e-06
640693463,-0.5836525559425354,-200.0,200,3.1115911679080454e-06
695127481,-0.5931454300880432,-200.0,200,1.2039651392115047e-05
1728831099,-0.45404550433158875,-200.0,200,2.590958051769121e-06
2133867665,-0.46882209181785583,-200.0,200,2.1798254829263895e-05
847799477,-0.580129861831665,-200.0,200,5.382733161241049e-07
1908778021,-0.4311940670013428,-200.0,200,8.294751296489267e-08
222507812,-0.40938398241996765,-200.0,200,6.1512117918027795e-06
1899775975,-0.573336660861969,-200.0,200,1.074048736882105e-06
1695828706,-0.561074435710907,-200.0,200,1.3169505814403238e-05
534338063,-0.41616544127464294,-200.0,200,1.716210858830891e-06
1509906142,-0.45123422145843506,-200.0,200,8.26260134090262e-07
1940013300,-0.534329354763031,-200.0,200,1.2930526418131194e-06
736559768,-0.5151817202568054,-200.0,200,1.541508127047564e-05
579480980,-0.42915868759155273,-200.0,200,3.973361067437509e-06
1481925338,-0.40850013494491577,-200.0,200,1.1768372587539488e-07
1157963994,-0.40981587767601013,-200.0,200,2.777261704977718e-05
896548759,-0.49715474247932434,-200.0,200,1.8114601925844908e-06
1467361458,-0.5709956288337708,-200.0,200,3.92950414607185e-08
1659085288,-0.44064199924468994,-200.0,200,4.620666004484519e-07
1634930689,-0.4728687107563019,-200.0,200,7.387904365714348e-06
884361511,-0.5225621461868286,-200.0,200,2.597888105810853e-06
333517453,-0.41432082653045654,-200.0,200,2.639022427501914e-06
615164183,-0.579095184803009,-200.0,200,1.1366387498128461e-05
1860564751,-0.46520957350730896,-200.0,200,1.4014793805472436e-06
662096317,-0.4949689209461212,-200.0,200,7.856525512579537e-06
223743331,-0.5588007569313049,-200.0,200,2.315297779205139e-06
262149089,-0.4164431691169739,-200.0,200,1.351721480205015e-06
1510738028,-0.5766251683235168,-200.0,200,1.760009051395173e-05
733212190,-0.4316837787628174,-200.0,200,9.978253956433036e-07
1736633189,-0.40562283992767334,-200.0,200,1.736907975100621e-06
28184338,-0.42423906922340393,-200.0,200,1.1017611163879338e-05
44491102,-0.49651122093200684,-200.0,200,1.2153977650086746e-06
1675166867,-0.444445937871933,-200.0,200,7.16973223916284e-06
794620587,-0.5492709875106812,-200.0,200,1.672513017183519e-06
2017761745,-0.4038761854171753,-200.0,200,3.226663630357507e-05
1015782649,-0.5795326828956604,-200.0,200,1.0560311238805298e-07
2082797051,-0.5580537915229797,-200.0,200,2.46509716816945e-08
1414389803,-0.4906599223613739,-200.0,200,1.503956809756346e-08
1890946783,-0.5678651332855225,-200.0,200,1.1584818867049761e-06
540983957,-0.5740181803703308,-200.0,200,8.85148138877412e-06
62900230,-0.4663464426994324,-200.0,200,2.8462882255553268e-08
1866106126,-0.5145601630210876,-200.0,200,2.9284406750775815e-05
1704303131,-0.44421347975730896,-200.0,200,2.0538823487186165e-05
2127541194,-0.4882451891899109,-200.0,200,1.4509728316625114e-08
589823755,-0.5842380523681641,-200.0,200,9.7576366897556e-09
251033886,-0.40031948685646057,-200.0,200,1.1257407095399685e-08
359488949,-0.4848681390285492,-200.0,200,4.0426102714263835e-08
2076584325,-0.4891975522041321,-200.0,200,1.6488710571138655e-07
1503218254,-0.5970621705055237,-200.0,200,7.314764425245813e-05
799460095,-0.48474135994911194,-200.0,200,4.9039422265195754e-08
1716810788,-0.42400991916656494,-200.0,200,1.0094904610014055e-08
1222506307,-0.5956052541732788,-200.0,200,7.1100066634244284e-09
62214025,-0.41903966665267944,-200.0,200,5.061498086433858e-08
863680353,-0.4750531315803528,-200.0,200,3.399188699404476e-08
39697541,-0.4069051146507263,-200.0,200,1.2790805158147122e-06
1436783712,-0.5407455563545227,-200.0,200,5.835334582116047e-06
127175716,-0.5445917248725891,-200.0,200,1.256507295238407e-05
470031181,-0.5332609415054321,-200.0,200,1.2630621313292067e-07
1461674712,-0.5227511525154114,-200.0,200,2.0702523283944174e-05
1673826750,-0.45511922240257263,-200.0,200,2.4743855647102465e-07
1765634846,-0.5590662360191345,-200.0,200,4.3810205170302653e-08
804669086,-0.5973093509674072,-200.0,200,8.135844836942851e-08
2142787096,-0.5929170846939087,-200.0,200,1.360077975277818e-05
1158297706,-0.4101535677909851,-200.0,200,5.502586736838567e-07
2114875522,-0.5081161260604858,-200.0,200,1.582683325977996e-06
2094514633,-0.40778258442878723,-200.0,200,2.0878273790003733e-05
676009497,-0.5386874675750732,-200.0,200,3.844769253191771e-07
286951238,-0.4036976397037506,-200.0,200,9.480243534198963e-08
757091127,-0.5795626640319824,-200.0,200,1.039360548475088e-05
1067571711,-0.5194408893585205,-200.0,200,1.1322975055918504e-05
959578365,-0.540789008140564,-200.0,200,1.0777980605780612e-08
1999706412,-0.5988947153091431,-200.0,200,5.385120994105818e-07
1777497466,-0.5137041807174683,-200.0,200,1.3078437841613777e-05
1698690315,-0.5958848595619202,-200.0,200,3.616724534367677e-06
283891584,-0.4456702768802643,-200.0,200,8.91642330770992e-06
2140628939,-0.5502045750617981,-200.0,200,2.544400831538951e-07
1905571719,-0.5072963237762451,-200.0,200,1.375450574414572e-07
1507025202,-0.46756550669670105,-200.0,200,4.3218863274887554e-05
1139533285,-0.4781205654144287,-200.0,200,1.2892962331534363e-07
1603071274,-0.46215400099754333,-200.0,200,9.706864148029126e-09
726216177,-0.5169646143913269,-200.0,200,1.4636702871939633e-08
908793517,-0.46137866377830505,-200.0,200,7.299418030015658e-08
45731334,-0.5575116872787476,-200.0,200,1.2018672887279536e-05
590921644,-0.5327638983726501,-200.0,200,1.943759421010327e-06
460289067,-0.5016988515853882,-200.0,200,9.081589023480774e-06
1269921670,-0.45030590891838074,-200.0,200,4.6689852297276955e-06
790021068,-0.5401381850242615,-200.0,200,3.549884695530636e-08
1014143662,-0.4548214077949524,-200.0,200,1.0663158423085407e-05
442769226,-0.5084407329559326,-200.0,200,1.9372969118194304e-05
682134956,-0.5575730800628662,-200.0,200,1.2317719665588812e-07
51648591,-0.5669224262237549,-200.0,200,6.088293957873247e-09
978342577,-0.5777841806411743,-200.0,200,3.0523628129230927e-06
1141369555,-0.5482349991798401,-200.0,200,6.678466579614906e-06
1683321023,-0.5222862958908081,-200.0,200,9.057786974153714e-07
170786947,-0.5732989311218262,-200.0,200,1.484342784351611e-05
2074962590,-0.5961061716079712,-200.0,200,9.412848171450606e-06
1092208806,-0.41322070360183716,-200.0,200,4.776436526299221e-08
1126034280,-0.5089367032051086,-200.0,200,1.2027258662783424e-06
1460003813,-0.5394691228866577,-200.0,200,1.1027439995814348e-05
1315879961,-0.4293249249458313,-200.0,200,2.303004780515039e-06
388834170,-0.592004656791687,-200.0,200,5.8990258366975466e-08
2103486000,-0.429214745759964,-200.0,200,2.3783763240317057e-05
1798514278,-0.5461719036102295,-200.0,200,8.062156666710507e-09
1132077426,-0.41050776839256287,-200.0,200,9.57591232690902e-07
1108542909,-0.5091853141784668,-200.0,200,1.1490311972011113e-05
506410002,-0.5926799774169922,-200.0,200,7.322599094550241e-06
433883232,-0.5438112020492554,-200.0,200,4.828426426684018e-08
876370241,-0.49562516808509827,-200.0,200,2.5029131197698007e-05
1651329870,-0.5687602162361145,-200.0,200,5.630259738609311e-06
335574990,-0.5520647168159485,-200.0,200,8.11425252322806e-09
582471298,-0.4383222162723541,-200.0,200,1.3904086699767504e-08
666498027,-0.5488008856773376,-200.0,200,1.413510472048074e-07
234259789,-0.5370668172836304,-200.0,200,2.4393442422478984e-05
1092397515,-0.47442707419395447,-200.0,200,2.3655849872739056e-06
1653591166,-0.5787339210510254,-200.0,200,6.184682206367143e-09
1946737258,-0.5589839220046997,-200.0,200,1.77683887159219e-08
1476802044,-0.5066132545471191,-200.0,200,8.220048175644479e-07
579291399,-0.5444223880767822,-200.0,200,3.0549930424967894e-05
138963631,-0.41547611355781555,-200.0,200,1.1619563792919507e-07
1806680894,-0.5164670944213867,-200.0,200,6.894635134813143e-08
880192855,-0.4349747896194458,-200.0,200,2.4350028525077507e-07
1588128441,-0.47571417689323425,-200.0,200,4.333377546572592e-08
462798161,-0.4519609212875366,-200.0,200,1.0534103703321307e-05
58110646,-0.5162906050682068,-200.0,200,2.269332621835929e-05
393162904,-0.4998631775379181,-200.0,200,1.3958696627014433e-05
1186153839,-0.49692267179489136,-200.0,200,1.0387338988948613e-08
403642443,-0.5885682702064514,-200.0,200,9.267673704016489e-09
1328426093,-0.5291017889976501,-200.0,200,1.2774007700500079e-08
2022758126,-0.4446624219417572,-200.0,200,1.1386071219021687e-06
251272463,-0.4671882390975952,-200.0,200,2.2711942065143376e-05
1142866151,-0.4116973876953125,-200.0,200,1.6636150871818244e-05
2015194475,-0.44921645522117615,-200.0,200,9.922346180246678e-09
1461247254,-0.5600684881210327,-200.0,200,1.4212914720701519e-08
176384359,-0.44786378741264343,-200.0,200,6.234744887478882e-08
1068257796,-0.43416979908943176,-200.0,200,2.579134388724924e-07
638664618,-0.4270094037055969,-200.0,200,1.8335120207666476e-05
1654775623,-0.4545707702636719,-200.0,200,2.680013949429849e-08
1924923356,-0.48119452595710754,-200.0,200,8.096000783552881e-08
1715786898,-0.4287756681442261,-200.0,200,1.884874472125375e-05
1509979818,-0.5155696868896484,-200.0,200,1.300883923249785e-08
1119687049,-0.46478596329689026,-200.0,200,8.777578659646679e-07
1863925302,-0.4485199451446533,-200.0,200,7.857370187593915e-06
324791950,-0.40989625453948975,-200.0,200,9.535686785966391e-08
997019712,-0.4227496087551117,-200.0,200,3.54913070486873e-05
119706774,-0.5392890572547913,-200.0,200,2.162197265533905e-06
1720333594,-0.44210660457611084,-200.0,200,9.592959031579084e-09
1962728209,-0.5463896989822388,-200.0,200,2.1435207600006832e-08
738003597,-0.5117955803871155,-200.0,200,5.674777639796957e-08
365397845,-0.4159245193004608,-200.0,200,9.058801024366403e-06
948110105,-0.5859144330024719,-200.0,200,4.207367351227731e-06
745470743,-0.5284774303436279,-200.0,200,2.4666238232384787e-06
690247382,-0.4613572359085083,-200.0,200,2.600451742637233e-05
1964161650,-0.5304598212242126,-200.0,200,2.73309342446737e-08
1488736618,-0.584270179271698,-200.0,200,1.2918567335873376e-08
1795402960,-0.5555633306503296,-200.0,200,1.8942868382509914e-06
527419704,-0.49461784958839417,-200.0,200,1.4953276449887198e-05
745675754,-0.4138346016407013,-200.0,200,2.010793650697451e-08
1630510830,-0.44775211811065674,-200.0,200,8.787451843090821e-06
1310253044,-0.4041285216808319,-200.0,200,6.299653750829748e-07
1990267217,-0.578921377658844,-200.0,200,1.4643790709669702e-05
1428008295,-0.5454251170158386,-200.0,200,1.4552914281011909e-05
1285815472,-0.5949474573135376,-200.0,200,2.8056033443135676e-08
1006175872,-0.4281012713909149,-200.0,200,1.6159751794475596e-08
1057089811,-0.49033933877944946,-200.0,200,3.679061592265498e-08
178235596,-0.5026882290840149,-200.0,200,4.28394443133584e-06
152308232,-0.5881508588790894,-200.0,200,2.2214115419956214e-05
80850798,-0.4932697117328644,-200.0,200,4.0621107473270965e-08
871325135,-0.5343295335769653,-200.0,200,3.1985778150556144e-08
608985870,-0.46798792481422424,-200.0,200,1.2533572671600269e-05
1135538904,-0.45786890387535095,-200.0,200,2.4562573480579887e-06
879987613,-0.5489906072616577,-200.0,200,1.2067263924109284e-07
2075433353,-0.5440128445625305,-200.0,200,1.8373907355453412e-05
1032857842,-0.5436088442802429,-200.0,200,2.21158252315945e-07
905530219,-0.55702805519104,-200.0,200,3.26591311932134e-07
1091464739,-0.5847477912902832,-200.0,200,9.03223752629856e-06
647663995,-0.4556376338005066,-200.0,200,1.6312136585838744e-06
1190041087,-0.5469034910202026,-200.0,200,9.46753161315428e-06
1391579458,-0.4579596221446991,-200.0,200,8.056397441578155e-06
1865953966,-0.44094881415367126,-200.0,200,3.8529132325493263e-07
1175624527,-0.4182378351688385,-200.0,200,1.7840338578025695e-05
1869490774,-0.48810142278671265,-200.0,200,4.40457961303764e-08
2129008896,-0.45669764280319214,-200.0,200,9.56951835178188e-07
1942040104,-0.5312888026237488,-200.0,200,2.7494714777276384e-06
1889301238,-0.5245406627655029,-200.0,200,4.650050518648641e-06
818491715,-0.5365250706672668,-200.0,200,4.600955626301584e-06
1214629547,-0.42890211939811707,-200.0,200,5.155799190106336e-06
18619665,-0.5671597123146057,-200.0,200,1.3010310472054698e-05
103833471,-0.46261951327323914,-200.0,200,1.1292630051684682e-06
238532687,-0.43938255310058594,-200.0,200,8.990697870103758e-06
1755707413,-0.597145676612854,-200.0,200,6.517741121569997e-07
1142904260,-0.502804160118103,-200.0,200,3.337956829909672e-05
1329448170,-0.45588698983192444,-200.0,200,5.938487220191746e-07
1590472530,-0.4294266104698181,-200.0,200,5.473998498928268e-09
1826377208,-0.4530654847621918,-200.0,200,1.1706956684065518e-07
1117021220,-0.5770927667617798,-200.0,200,1.306093963648891e-07
1529229345,-0.5823533535003662,-200.0,200,2.3753677110107673e-05
804526132,-0.592783510684967,-200.0,200,2.600579000500147e-07
420498410,-0.5965535044670105,-200.0,200,8.02936301624868e-08
1999799622,-0.5568550825119019,-200.0,200,4.5743260216113415e-07
1278188122,-0.556922197341919,-200.0,200,9.921310966092278e-06
301975873,-0.5012521743774414,-200.0,200,1.130519496200577e-05
1448888071,-0.4988984763622284,-200.0,200,5.768591345258755e-06
1069844670,-0.41403645277023315,-200.0,200,3.576441486075055e-08
794744135,-0.400063693523407,-200.0,200,6.637967048845894e-06
617492885,-0.5018772482872009,-200.0,200,5.78026010771282e-06
970715408,-0.5336391925811768,-200.0,200,3.8421571380240495e-05
1813009372,-0.5062718987464905,-200.0,200,1.466759795221151e-07
1769138746,-0.5379145741462708,-200.0,200,4.8816991693456654e-09
297706920,-0.4688531458377838,-200.0,200,1.8200939848611597e-08
1468701655,-0.574164867401123,-200.0,200,1.0327732070436469e-07
132832780,-0.5430752038955688,-200.0,200,4.674340948440658e-06
459269591,-0.5107206702232361,-200.0,200,3.2179250183617115e-06
1812590952,-0.5698120594024658,-200.0,200,2.5050874414773714e-05
1514918796,-0.5485765933990479,-200.0,200,6.792024578317068e-09
650531531,-0.5494003295898438,-200.0,200,1.5826144590391776e-08
1311730342,-0.536384105682373,-200.0,200,1.0650992408045567e-08
2015526852,-0.517564058303833,-200.0,200,1.6933633296503104e-05
205732631,-0.5055603384971619,-200.0,200,4.1374513330083575e-07
2118459827,-0.48642414808273315,-200.0,200,5.935805756962509e-07
817709945,-0.48493894934654236,-200.0,200,8.471004352941236e-06
966964744,-0.5396150946617126,-200.0,200,1.754828744196857e-05
2059362900,-0.416762113571167,-200.0,200,6.434558054024819e-07
1919550214,-0.5716884732246399,-200.0,200,5.25021564499184e-07
875302244,-0.5530626177787781,-200.0,200,2.334213331778301e-07
1921745047,-0.5625606179237366,-200.0,200,3.4849040594053805e-06
1522240876,-0.466046541929245,-200.0,200,3.66212088647444e-05
822651954,-0.4228726327419281,-200.0,200,3.881101747538196e-08
61498290,-0.4744381308555603,-200.0,200,1.1612005437200423e-08
1945955112,-0.5247716903686523,-200.0,200,1.0129078873433173e-08
322439851,-0.47733497619628906,-200.0,200,1.1170796333317413e-05
709623520,-0.4279390275478363,-200.0,200,8.623026724308147e-07
1185224649,-0.44138696789741516,-200.0,200,3.4799900868165423e-06
1262142798,-0.4865874946117401,-200.0,200,9.92199762549717e-06
176867308,-0.48654672503471375,-200.0,200,1.682381589034776e-05
1241685700,-0.41919565200805664,-200.0,200,1.9510084712237585e-07
798705462,-0.5791264176368713,-200.0,200,4.986495696357451e-08
2001804932,-0.43201303482055664,-200.0,200,3.123181159025989e-08
1648023794,-0.5087113976478577,-200.0,200,1.3855397824045213e-05
1233675441,-0.45301058888435364,-200.0,200,1.7347847006021766e-07
559373966,-0.46238046884536743,-200.0,200,1.1559552017388342e-05
2079543068,-0.493449866771698,-200.0,200,2.056391751011688e-05
882909226,-0.5481633543968201,-200.0,200,1.0890839803323615e-08
464283706,-0.5580556392669678,-200.0,200,1.6654708360874791e-07
700590648,-0.5484170913696289,-200.0,200,1.4796352388657396e-07
338193830,-0.5952725410461426,-200.0,200,4.906991125608329e-07
397244694,-0.44194304943084717,-200.0,200,2.9272010829117788e-05
1588880540,-0.46901243925094604,-200.0,200,7.561416123280651e-07
1120727098,-0.49569758772850037,-200.0,200,2.3020979824650566e-08
1407118916,-0.5187743306159973,-200.0,200,4.517321699495369e-06
1426632264,-0.562017023563385,-200.0,200,1.266940624191193e-05
1535648867,-0.4855772852897644,-200.0,200,2.5747440304257908e-08
468242587,-0.49929964542388916,-200.0,200,2.260618284708471e-06
1023745167,-0.49820229411125183,-200.0,200,9.685210989118786e-07
1306639959,-0.4377727210521698,-200.0,200,3.9214913458636145e-05
2146081833,-0.562083899974823,-200.0,200,3.7543704820564015e-08
1475403652,-0.4278414845466614,-200.0,200,1.2386644812067971e-08
256273973,-0.4607781171798706,-200.0,200,1.0177841431868729e-08
833570727,-0.5732244849205017,-200.0,200,4.5116112551113476e-06
1704257713,-0.5491119027137756,-200.0,200,6.354330575959466e-06
453000617,-0.4240471422672272,-200.0,200,7.52478035792592e-08
811360273,-0.5050502419471741,-200.0,200,7.464897530553571e-06
1490184349,-0.5733622908592224,-200.0,200,1.2041204104207282e-05
179104759,-0.4329351782798767,-200.0,200,1.467116408093716e-07
368976306,-0.5649253726005554,-200.0,200,2.89992563011765e-07
581730198,-0.5666370987892151,-200.0,200,6.506551494567248e-05
813914541,-0.5637704730033875,-200.0,200,1.8201640159531963e-08
1931728750,-0.5904210209846497,-200.0,200,1.1182632988493423e-08
1894618110,-0.4770132601261139,-200.0,200,5.106744538352359e-09
